Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Up-regulating price in the Balancing energy market
5.9.2018 17:00,5.9.2018 18:00,5.9.2018 20:00,5.9.2018 21:00,81
5.9.2018 18:00,5.9.2018 19:00,5.9.2018 21:00,5.9.2018 22:00,82
5.9.2018 19:00,5.9.2018 20:00,5.9.2018 22:00,5.9.2018 23:00,80
5.9.2018 20:00,5.9.2018 21:00,5.9.2018 23:00,6.9.2018 0:00,62.76
5.9.2018 21:00,5.9.2018 22:00,6.9.2018 0:00,6.9.2018 1:00,57.43
5.9.2018 22:00,5.9.2018 23:00,6.9.2018 1:00,6.9.2018 2:00,55.11
5.9.2018 23:00,6.9.2018 0:00,6.9.2018 2:00,6.9.2018 3:00,55.46
6.9.2018 0:00,6.9.2018 1:00,6.9.2018 3:00,6.9.2018 4:00,56.49
6.9.2018 1:00,6.9.2018 2:00,6.9.2018 4:00,6.9.2018 5:00,56.49
6.9.2018 2:00,6.9.2018 3:00,6.9.2018 5:00,6.9.2018 6:00,56.1
6.9.2018 3:00,6.9.2018 4:00,6.9.2018 6:00,6.9.2018 7:00,58.3
6.9.2018 4:00,6.9.2018 5:00,6.9.2018 7:00,6.9.2018 8:00,65.03
6.9.2018 5:00,6.9.2018 6:00,6.9.2018 8:00,6.9.2018 9:00,72.01
6.9.2018 6:00,6.9.2018 7:00,6.9.2018 9:00,6.9.2018 10:00,74.95
6.9.2018 7:00,6.9.2018 8:00,6.9.2018 10:00,6.9.2018 11:00,73.78
6.9.2018 8:00,6.9.2018 9:00,6.9.2018 11:00,6.9.2018 12:00,70.07
6.9.2018 9:00,6.9.2018 10:00,6.9.2018 12:00,6.9.2018 13:00,68.91
6.9.2018 10:00,6.9.2018 11:00,6.9.2018 13:00,6.9.2018 14:00,66.88
6.9.2018 11:00,6.9.2018 12:00,6.9.2018 14:00,6.9.2018 15:00,64.8
6.9.2018 12:00,6.9.2018 13:00,6.9.2018 15:00,6.9.2018 16:00,68.36
6.9.2018 13:00,6.9.2018 14:00,6.9.2018 16:00,6.9.2018 17:00,69.34
6.9.2018 14:00,6.9.2018 15:00,6.9.2018 17:00,6.9.2018 18:00,73
6.9.2018 15:00,6.9.2018 16:00,6.9.2018 18:00,6.9.2018 19:00,73.86
6.9.2018 16:00,6.9.2018 17:00,6.9.2018 19:00,6.9.2018 20:00,73
6.9.2018 17:00,6.9.2018 18:00,6.9.2018 20:00,6.9.2018 21:00,70
6.9.2018 18:00,6.9.2018 19:00,6.9.2018 21:00,6.9.2018 22:00,70
6.9.2018 19:00,6.9.2018 20:00,6.9.2018 22:00,6.9.2018 23:00,70
6.9.2018 20:00,6.9.2018 21:00,6.9.2018 23:00,7.9.2018 0:00,59.1
6.9.2018 21:00,6.9.2018 22:00,7.9.2018 0:00,7.9.2018 1:00,55.98
6.9.2018 22:00,6.9.2018 23:00,7.9.2018 1:00,7.9.2018 2:00,58.4
6.9.2018 23:00,7.9.2018 0:00,7.9.2018 2:00,7.9.2018 3:00,58.4
7.9.2018 0:00,7.9.2018 1:00,7.9.2018 3:00,7.9.2018 4:00,56.35
7.9.2018 1:00,7.9.2018 2:00,7.9.2018 4:00,7.9.2018 5:00,56.35
7.9.2018 2:00,7.9.2018 3:00,7.9.2018 5:00,7.9.2018 6:00,53.66
7.9.2018 3:00,7.9.2018 4:00,7.9.2018 6:00,7.9.2018 7:00,55.37
7.9.2018 4:00,7.9.2018 5:00,7.9.2018 7:00,7.9.2018 8:00,60.78
7.9.2018 5:00,7.9.2018 6:00,7.9.2018 8:00,7.9.2018 9:00,67.3
7.9.2018 6:00,7.9.2018 7:00,7.9.2018 9:00,7.9.2018 10:00,73.76
7.9.2018 7:00,7.9.2018 8:00,7.9.2018 10:00,7.9.2018 11:00,80
7.9.2018 8:00,7.9.2018 9:00,7.9.2018 11:00,7.9.2018 12:00,89.85
7.9.2018 9:00,7.9.2018 10:00,7.9.2018 12:00,7.9.2018 13:00,69.59
7.9.2018 10:00,7.9.2018 11:00,7.9.2018 13:00,7.9.2018 14:00,79
7.9.2018 11:00,7.9.2018 12:00,7.9.2018 14:00,7.9.2018 15:00,80.47
7.9.2018 12:00,7.9.2018 13:00,7.9.2018 15:00,7.9.2018 16:00,60.35
7.9.2018 13:00,7.9.2018 14:00,7.9.2018 16:00,7.9.2018 17:00,59.43
7.9.2018 14:00,7.9.2018 15:00,7.9.2018 17:00,7.9.2018 18:00,58.41
7.9.2018 15:00,7.9.2018 16:00,7.9.2018 18:00,7.9.2018 19:00,59.07
7.9.2018 16:00,7.9.2018 17:00,7.9.2018 19:00,7.9.2018 20:00,60.79
7.9.2018 17:00,7.9.2018 18:00,7.9.2018 20:00,7.9.2018 21:00,59.88
7.9.2018 18:00,7.9.2018 19:00,7.9.2018 21:00,7.9.2018 22:00,58.83
7.9.2018 19:00,7.9.2018 20:00,7.9.2018 22:00,7.9.2018 23:00,57.91
7.9.2018 20:00,7.9.2018 21:00,7.9.2018 23:00,8.9.2018 0:00,55.46
7.9.2018 21:00,7.9.2018 22:00,8.9.2018 0:00,8.9.2018 1:00,53.34
7.9.2018 22:00,7.9.2018 23:00,8.9.2018 1:00,8.9.2018 2:00,53.97
7.9.2018 23:00,8.9.2018 0:00,8.9.2018 2:00,8.9.2018 3:00,53.64
8.9.2018 0:00,8.9.2018 1:00,8.9.2018 3:00,8.9.2018 4:00,52.76
8.9.2018 1:00,8.9.2018 2:00,8.9.2018 4:00,8.9.2018 5:00,50.99
8.9.2018 2:00,8.9.2018 3:00,8.9.2018 5:00,8.9.2018 6:00,50.39
8.9.2018 3:00,8.9.2018 4:00,8.9.2018 6:00,8.9.2018 7:00,51.02
8.9.2018 4:00,8.9.2018 5:00,8.9.2018 7:00,8.9.2018 8:00,52.08
8.9.2018 5:00,8.9.2018 6:00,8.9.2018 8:00,8.9.2018 9:00,53.47
8.9.2018 6:00,8.9.2018 7:00,8.9.2018 9:00,8.9.2018 10:00,55.7
8.9.2018 7:00,8.9.2018 8:00,8.9.2018 10:00,8.9.2018 11:00,56.72
8.9.2018 8:00,8.9.2018 9:00,8.9.2018 11:00,8.9.2018 12:00,56.72
8.9.2018 9:00,8.9.2018 10:00,8.9.2018 12:00,8.9.2018 13:00,56.72
8.9.2018 10:00,8.9.2018 11:00,8.9.2018 13:00,8.9.2018 14:00,54.91
8.9.2018 11:00,8.9.2018 12:00,8.9.2018 14:00,8.9.2018 15:00,54.57
8.9.2018 12:00,8.9.2018 13:00,8.9.2018 15:00,8.9.2018 16:00,54.28
8.9.2018 13:00,8.9.2018 14:00,8.9.2018 16:00,8.9.2018 17:00,54.27
8.9.2018 14:00,8.9.2018 15:00,8.9.2018 17:00,8.9.2018 18:00,54.5
8.9.2018 15:00,8.9.2018 16:00,8.9.2018 18:00,8.9.2018 19:00,55.68
8.9.2018 16:00,8.9.2018 17:00,8.9.2018 19:00,8.9.2018 20:00,57.26
8.9.2018 17:00,8.9.2018 18:00,8.9.2018 20:00,8.9.2018 21:00,57.87
8.9.2018 18:00,8.9.2018 19:00,8.9.2018 21:00,8.9.2018 22:00,57.57
8.9.2018 19:00,8.9.2018 20:00,8.9.2018 22:00,8.9.2018 23:00,56.8
8.9.2018 20:00,8.9.2018 21:00,8.9.2018 23:00,9.9.2018 0:00,55.39
8.9.2018 21:00,8.9.2018 22:00,9.9.2018 0:00,9.9.2018 1:00,53.65
8.9.2018 22:00,8.9.2018 23:00,9.9.2018 1:00,9.9.2018 2:00,53.57
8.9.2018 23:00,9.9.2018 0:00,9.9.2018 2:00,9.9.2018 3:00,51.22
9.9.2018 0:00,9.9.2018 1:00,9.9.2018 3:00,9.9.2018 4:00,50.63
9.9.2018 1:00,9.9.2018 2:00,9.9.2018 4:00,9.9.2018 5:00,50.6
9.9.2018 2:00,9.9.2018 3:00,9.9.2018 5:00,9.9.2018 6:00,50.62
9.9.2018 3:00,9.9.2018 4:00,9.9.2018 6:00,9.9.2018 7:00,50.48
9.9.2018 4:00,9.9.2018 5:00,9.9.2018 7:00,9.9.2018 8:00,50.55
9.9.2018 5:00,9.9.2018 6:00,9.9.2018 8:00,9.9.2018 9:00,51.74
9.9.2018 6:00,9.9.2018 7:00,9.9.2018 9:00,9.9.2018 10:00,52.96
9.9.2018 7:00,9.9.2018 8:00,9.9.2018 10:00,9.9.2018 11:00,58.6
9.9.2018 8:00,9.9.2018 9:00,9.9.2018 11:00,9.9.2018 12:00,58.6
9.9.2018 9:00,9.9.2018 10:00,9.9.2018 12:00,9.9.2018 13:00,58.6
9.9.2018 10:00,9.9.2018 11:00,9.9.2018 13:00,9.9.2018 14:00,58.6
9.9.2018 11:00,9.9.2018 12:00,9.9.2018 14:00,9.9.2018 15:00,54.6
9.9.2018 12:00,9.9.2018 13:00,9.9.2018 15:00,9.9.2018 16:00,54.23
9.9.2018 13:00,9.9.2018 14:00,9.9.2018 16:00,9.9.2018 17:00,54.01
9.9.2018 14:00,9.9.2018 15:00,9.9.2018 17:00,9.9.2018 18:00,54.14
9.9.2018 15:00,9.9.2018 16:00,9.9.2018 18:00,9.9.2018 19:00,55.75
9.9.2018 16:00,9.9.2018 17:00,9.9.2018 19:00,9.9.2018 20:00,59.3
9.9.2018 17:00,9.9.2018 18:00,9.9.2018 20:00,9.9.2018 21:00,59.3
9.9.2018 18:00,9.9.2018 19:00,9.9.2018 21:00,9.9.2018 22:00,58.48
9.9.2018 19:00,9.9.2018 20:00,9.9.2018 22:00,9.9.2018 23:00,57.74
9.9.2018 20:00,9.9.2018 21:00,9.9.2018 23:00,10.9.2018 0:00,55.82
9.9.2018 21:00,9.9.2018 22:00,10.9.2018 0:00,10.9.2018 1:00,53.11
9.9.2018 22:00,9.9.2018 23:00,10.9.2018 1:00,10.9.2018 2:00,53.47
9.9.2018 23:00,10.9.2018 0:00,10.9.2018 2:00,10.9.2018 3:00,50.9
10.9.2018 0:00,10.9.2018 1:00,10.9.2018 3:00,10.9.2018 4:00,49.52
10.9.2018 1:00,10.9.2018 2:00,10.9.2018 4:00,10.9.2018 5:00,48.06
10.9.2018 2:00,10.9.2018 3:00,10.9.2018 5:00,10.9.2018 6:00,49.1
10.9.2018 3:00,10.9.2018 4:00,10.9.2018 6:00,10.9.2018 7:00,54.01
10.9.2018 4:00,10.9.2018 5:00,10.9.2018 7:00,10.9.2018 8:00,56.84
10.9.2018 5:00,10.9.2018 6:00,10.9.2018 8:00,10.9.2018 9:00,59.6
10.9.2018 6:00,10.9.2018 7:00,10.9.2018 9:00,10.9.2018 10:00,59.3
10.9.2018 7:00,10.9.2018 8:00,10.9.2018 10:00,10.9.2018 11:00,65.8
10.9.2018 8:00,10.9.2018 9:00,10.9.2018 11:00,10.9.2018 12:00,73
10.9.2018 9:00,10.9.2018 10:00,10.9.2018 12:00,10.9.2018 13:00,78.8
10.9.2018 10:00,10.9.2018 11:00,10.9.2018 13:00,10.9.2018 14:00,58.47
10.9.2018 11:00,10.9.2018 12:00,10.9.2018 14:00,10.9.2018 15:00,56.82
10.9.2018 12:00,10.9.2018 13:00,10.9.2018 15:00,10.9.2018 16:00,57.13
10.9.2018 13:00,10.9.2018 14:00,10.9.2018 16:00,10.9.2018 17:00,56.86
10.9.2018 14:00,10.9.2018 15:00,10.9.2018 17:00,10.9.2018 18:00,58.92
10.9.2018 15:00,10.9.2018 16:00,10.9.2018 18:00,10.9.2018 19:00,57.57
10.9.2018 16:00,10.9.2018 17:00,10.9.2018 19:00,10.9.2018 20:00,59.2
10.9.2018 17:00,10.9.2018 18:00,10.9.2018 20:00,10.9.2018 21:00,59.58
10.9.2018 18:00,10.9.2018 19:00,10.9.2018 21:00,10.9.2018 22:00,57.11
10.9.2018 19:00,10.9.2018 20:00,10.9.2018 22:00,10.9.2018 23:00,56.36
10.9.2018 20:00,10.9.2018 21:00,10.9.2018 23:00,11.9.2018 0:00,55.33
10.9.2018 21:00,10.9.2018 22:00,11.9.2018 0:00,11.9.2018 1:00,54.13
10.9.2018 22:00,10.9.2018 23:00,11.9.2018 1:00,11.9.2018 2:00,53.4
10.9.2018 23:00,11.9.2018 0:00,11.9.2018 2:00,11.9.2018 3:00,51.28
11.9.2018 0:00,11.9.2018 1:00,11.9.2018 3:00,11.9.2018 4:00,51.55
11.9.2018 1:00,11.9.2018 2:00,11.9.2018 4:00,11.9.2018 5:00,51.55
11.9.2018 2:00,11.9.2018 3:00,11.9.2018 5:00,11.9.2018 6:00,50.52
11.9.2018 3:00,11.9.2018 4:00,11.9.2018 6:00,11.9.2018 7:00,52.65
11.9.2018 4:00,11.9.2018 5:00,11.9.2018 7:00,11.9.2018 8:00,57.03
11.9.2018 5:00,11.9.2018 6:00,11.9.2018 8:00,11.9.2018 9:00,81
11.9.2018 6:00,11.9.2018 7:00,11.9.2018 9:00,11.9.2018 10:00,69.97
11.9.2018 7:00,11.9.2018 8:00,11.9.2018 10:00,11.9.2018 11:00,66.59
11.9.2018 8:00,11.9.2018 9:00,11.9.2018 11:00,11.9.2018 12:00,65.09
11.9.2018 9:00,11.9.2018 10:00,11.9.2018 12:00,11.9.2018 13:00,62.8
11.9.2018 10:00,11.9.2018 11:00,11.9.2018 13:00,11.9.2018 14:00,61.89
11.9.2018 11:00,11.9.2018 12:00,11.9.2018 14:00,11.9.2018 15:00,59.62
11.9.2018 12:00,11.9.2018 13:00,11.9.2018 15:00,11.9.2018 16:00,57.42
11.9.2018 13:00,11.9.2018 14:00,11.9.2018 16:00,11.9.2018 17:00,57.4
11.9.2018 14:00,11.9.2018 15:00,11.9.2018 17:00,11.9.2018 18:00,73
11.9.2018 15:00,11.9.2018 16:00,11.9.2018 18:00,11.9.2018 19:00,73
11.9.2018 16:00,11.9.2018 17:00,11.9.2018 19:00,11.9.2018 20:00,73
11.9.2018 17:00,11.9.2018 18:00,11.9.2018 20:00,11.9.2018 21:00,73
11.9.2018 18:00,11.9.2018 19:00,11.9.2018 21:00,11.9.2018 22:00,57.28
11.9.2018 19:00,11.9.2018 20:00,11.9.2018 22:00,11.9.2018 23:00,56.65
11.9.2018 20:00,11.9.2018 21:00,11.9.2018 23:00,12.9.2018 0:00,54.36
11.9.2018 21:00,11.9.2018 22:00,12.9.2018 0:00,12.9.2018 1:00,50.94
11.9.2018 22:00,11.9.2018 23:00,12.9.2018 1:00,12.9.2018 2:00,48.32
11.9.2018 23:00,12.9.2018 0:00,12.9.2018 2:00,12.9.2018 3:00,47.14
12.9.2018 0:00,12.9.2018 1:00,12.9.2018 3:00,12.9.2018 4:00,45.97
12.9.2018 1:00,12.9.2018 2:00,12.9.2018 4:00,12.9.2018 5:00,47.15
12.9.2018 2:00,12.9.2018 3:00,12.9.2018 5:00,12.9.2018 6:00,47.73
12.9.2018 3:00,12.9.2018 4:00,12.9.2018 6:00,12.9.2018 7:00,51.15
12.9.2018 4:00,12.9.2018 5:00,12.9.2018 7:00,12.9.2018 8:00,65.8
12.9.2018 5:00,12.9.2018 6:00,12.9.2018 8:00,12.9.2018 9:00,67.5
12.9.2018 6:00,12.9.2018 7:00,12.9.2018 9:00,12.9.2018 10:00,61
12.9.2018 7:00,12.9.2018 8:00,12.9.2018 10:00,12.9.2018 11:00,61
12.9.2018 8:00,12.9.2018 9:00,12.9.2018 11:00,12.9.2018 12:00,59.44
12.9.2018 9:00,12.9.2018 10:00,12.9.2018 12:00,12.9.2018 13:00,58.69
12.9.2018 10:00,12.9.2018 11:00,12.9.2018 13:00,12.9.2018 14:00,58.33
12.9.2018 11:00,12.9.2018 12:00,12.9.2018 14:00,12.9.2018 15:00,55.53
12.9.2018 12:00,12.9.2018 13:00,12.9.2018 15:00,12.9.2018 16:00,54.74
12.9.2018 13:00,12.9.2018 14:00,12.9.2018 16:00,12.9.2018 17:00,54.13
12.9.2018 14:00,12.9.2018 15:00,12.9.2018 17:00,12.9.2018 18:00,54.09
12.9.2018 15:00,12.9.2018 16:00,12.9.2018 18:00,12.9.2018 19:00,54.6
12.9.2018 16:00,12.9.2018 17:00,12.9.2018 19:00,12.9.2018 20:00,66
12.9.2018 17:00,12.9.2018 18:00,12.9.2018 20:00,12.9.2018 21:00,73
12.9.2018 18:00,12.9.2018 19:00,12.9.2018 21:00,12.9.2018 22:00,57.77
12.9.2018 19:00,12.9.2018 20:00,12.9.2018 22:00,12.9.2018 23:00,57.77
12.9.2018 20:00,12.9.2018 21:00,12.9.2018 23:00,13.9.2018 0:00,54.6
12.9.2018 21:00,12.9.2018 22:00,13.9.2018 0:00,13.9.2018 1:00,49.55
12.9.2018 22:00,12.9.2018 23:00,13.9.2018 1:00,13.9.2018 2:00,50.53
12.9.2018 23:00,13.9.2018 0:00,13.9.2018 2:00,13.9.2018 3:00,50.12
13.9.2018 0:00,13.9.2018 1:00,13.9.2018 3:00,13.9.2018 4:00,50.12
13.9.2018 1:00,13.9.2018 2:00,13.9.2018 4:00,13.9.2018 5:00,50.65
13.9.2018 2:00,13.9.2018 3:00,13.9.2018 5:00,13.9.2018 6:00,51.81
13.9.2018 3:00,13.9.2018 4:00,13.9.2018 6:00,13.9.2018 7:00,53.39
13.9.2018 4:00,13.9.2018 5:00,13.9.2018 7:00,13.9.2018 8:00,55.65
13.9.2018 5:00,13.9.2018 6:00,13.9.2018 8:00,13.9.2018 9:00,57.89
13.9.2018 6:00,13.9.2018 7:00,13.9.2018 9:00,13.9.2018 10:00,62
13.9.2018 7:00,13.9.2018 8:00,13.9.2018 10:00,13.9.2018 11:00,62
13.9.2018 8:00,13.9.2018 9:00,13.9.2018 11:00,13.9.2018 12:00,59.96
13.9.2018 9:00,13.9.2018 10:00,13.9.2018 12:00,13.9.2018 13:00,59.97
13.9.2018 10:00,13.9.2018 11:00,13.9.2018 13:00,13.9.2018 14:00,60.97
13.9.2018 11:00,13.9.2018 12:00,13.9.2018 14:00,13.9.2018 15:00,59.88
13.9.2018 12:00,13.9.2018 13:00,13.9.2018 15:00,13.9.2018 16:00,59.4
13.9.2018 13:00,13.9.2018 14:00,13.9.2018 16:00,13.9.2018 17:00,59.13
13.9.2018 14:00,13.9.2018 15:00,13.9.2018 17:00,13.9.2018 18:00,59.29
13.9.2018 15:00,13.9.2018 16:00,13.9.2018 18:00,13.9.2018 19:00,59.91
13.9.2018 16:00,13.9.2018 17:00,13.9.2018 19:00,13.9.2018 20:00,60.45
13.9.2018 17:00,13.9.2018 18:00,13.9.2018 20:00,13.9.2018 21:00,61.28
13.9.2018 18:00,13.9.2018 19:00,13.9.2018 21:00,13.9.2018 22:00,59.27
13.9.2018 19:00,13.9.2018 20:00,13.9.2018 22:00,13.9.2018 23:00,58.48
13.9.2018 20:00,13.9.2018 21:00,13.9.2018 23:00,14.9.2018 0:00,57.1
13.9.2018 21:00,13.9.2018 22:00,14.9.2018 0:00,14.9.2018 1:00,54.9
13.9.2018 22:00,13.9.2018 23:00,14.9.2018 1:00,14.9.2018 2:00,53.24
13.9.2018 23:00,14.9.2018 0:00,14.9.2018 2:00,14.9.2018 3:00,52
14.9.2018 0:00,14.9.2018 1:00,14.9.2018 3:00,14.9.2018 4:00,51.57
14.9.2018 1:00,14.9.2018 2:00,14.9.2018 4:00,14.9.2018 5:00,50.81
14.9.2018 2:00,14.9.2018 3:00,14.9.2018 5:00,14.9.2018 6:00,51.11
14.9.2018 3:00,14.9.2018 4:00,14.9.2018 6:00,14.9.2018 7:00,54.76
14.9.2018 4:00,14.9.2018 5:00,14.9.2018 7:00,14.9.2018 8:00,62.06
14.9.2018 5:00,14.9.2018 6:00,14.9.2018 8:00,14.9.2018 9:00,61.23
14.9.2018 6:00,14.9.2018 7:00,14.9.2018 9:00,14.9.2018 10:00,65.82
14.9.2018 7:00,14.9.2018 8:00,14.9.2018 10:00,14.9.2018 11:00,66.82
14.9.2018 8:00,14.9.2018 9:00,14.9.2018 11:00,14.9.2018 12:00,67.09
14.9.2018 9:00,14.9.2018 10:00,14.9.2018 12:00,14.9.2018 13:00,63.96
14.9.2018 10:00,14.9.2018 11:00,14.9.2018 13:00,14.9.2018 14:00,61.31
14.9.2018 11:00,14.9.2018 12:00,14.9.2018 14:00,14.9.2018 15:00,57.71
14.9.2018 12:00,14.9.2018 13:00,14.9.2018 15:00,14.9.2018 16:00,57.51
14.9.2018 13:00,14.9.2018 14:00,14.9.2018 16:00,14.9.2018 17:00,56.39
14.9.2018 14:00,14.9.2018 15:00,14.9.2018 17:00,14.9.2018 18:00,58.08
14.9.2018 15:00,14.9.2018 16:00,14.9.2018 18:00,14.9.2018 19:00,59.83
14.9.2018 16:00,14.9.2018 17:00,14.9.2018 19:00,14.9.2018 20:00,61.2
14.9.2018 17:00,14.9.2018 18:00,14.9.2018 20:00,14.9.2018 21:00,61.92
14.9.2018 18:00,14.9.2018 19:00,14.9.2018 21:00,14.9.2018 22:00,57.8
14.9.2018 19:00,14.9.2018 20:00,14.9.2018 22:00,14.9.2018 23:00,55.14
14.9.2018 20:00,14.9.2018 21:00,14.9.2018 23:00,15.9.2018 0:00,52.28
14.9.2018 21:00,14.9.2018 22:00,15.9.2018 0:00,15.9.2018 1:00,50.09
14.9.2018 22:00,14.9.2018 23:00,15.9.2018 1:00,15.9.2018 2:00,49.65
14.9.2018 23:00,15.9.2018 0:00,15.9.2018 2:00,15.9.2018 3:00,56.8
15.9.2018 0:00,15.9.2018 1:00,15.9.2018 3:00,15.9.2018 4:00,50.29
15.9.2018 1:00,15.9.2018 2:00,15.9.2018 4:00,15.9.2018 5:00,44.26
15.9.2018 2:00,15.9.2018 3:00,15.9.2018 5:00,15.9.2018 6:00,43.86
15.9.2018 3:00,15.9.2018 4:00,15.9.2018 6:00,15.9.2018 7:00,44.51
15.9.2018 4:00,15.9.2018 5:00,15.9.2018 7:00,15.9.2018 8:00,46.81
15.9.2018 5:00,15.9.2018 6:00,15.9.2018 8:00,15.9.2018 9:00,48.87
15.9.2018 6:00,15.9.2018 7:00,15.9.2018 9:00,15.9.2018 10:00,60.29
15.9.2018 7:00,15.9.2018 8:00,15.9.2018 10:00,15.9.2018 11:00,60
15.9.2018 8:00,15.9.2018 9:00,15.9.2018 11:00,15.9.2018 12:00,59.25
15.9.2018 9:00,15.9.2018 10:00,15.9.2018 12:00,15.9.2018 13:00,51.35
15.9.2018 10:00,15.9.2018 11:00,15.9.2018 13:00,15.9.2018 14:00,50.2
15.9.2018 11:00,15.9.2018 12:00,15.9.2018 14:00,15.9.2018 15:00,48.16
15.9.2018 12:00,15.9.2018 13:00,15.9.2018 15:00,15.9.2018 16:00,47.64
15.9.2018 13:00,15.9.2018 14:00,15.9.2018 16:00,15.9.2018 17:00,47.8
15.9.2018 14:00,15.9.2018 15:00,15.9.2018 17:00,15.9.2018 18:00,53.83
15.9.2018 15:00,15.9.2018 16:00,15.9.2018 18:00,15.9.2018 19:00,52.36
15.9.2018 16:00,15.9.2018 17:00,15.9.2018 19:00,15.9.2018 20:00,62.37
15.9.2018 17:00,15.9.2018 18:00,15.9.2018 20:00,15.9.2018 21:00,61.7
15.9.2018 18:00,15.9.2018 19:00,15.9.2018 21:00,15.9.2018 22:00,59
15.9.2018 19:00,15.9.2018 20:00,15.9.2018 22:00,15.9.2018 23:00,51.63
15.9.2018 20:00,15.9.2018 21:00,15.9.2018 23:00,16.9.2018 0:00,50.41
15.9.2018 21:00,15.9.2018 22:00,16.9.2018 0:00,16.9.2018 1:00,49.19
15.9.2018 22:00,15.9.2018 23:00,16.9.2018 1:00,16.9.2018 2:00,51.87
15.9.2018 23:00,16.9.2018 0:00,16.9.2018 2:00,16.9.2018 3:00,53.75
16.9.2018 0:00,16.9.2018 1:00,16.9.2018 3:00,16.9.2018 4:00,53.7
16.9.2018 1:00,16.9.2018 2:00,16.9.2018 4:00,16.9.2018 5:00,43.59
16.9.2018 2:00,16.9.2018 3:00,16.9.2018 5:00,16.9.2018 6:00,43.75
16.9.2018 3:00,16.9.2018 4:00,16.9.2018 6:00,16.9.2018 7:00,44.17
16.9.2018 4:00,16.9.2018 5:00,16.9.2018 7:00,16.9.2018 8:00,44.17
16.9.2018 5:00,16.9.2018 6:00,16.9.2018 8:00,16.9.2018 9:00,48.14
16.9.2018 6:00,16.9.2018 7:00,16.9.2018 9:00,16.9.2018 10:00,50.33
16.9.2018 7:00,16.9.2018 8:00,16.9.2018 10:00,16.9.2018 11:00,53.19
16.9.2018 8:00,16.9.2018 9:00,16.9.2018 11:00,16.9.2018 12:00,54.27
16.9.2018 9:00,16.9.2018 10:00,16.9.2018 12:00,16.9.2018 13:00,54.24
16.9.2018 10:00,16.9.2018 11:00,16.9.2018 13:00,16.9.2018 14:00,53.27
16.9.2018 11:00,16.9.2018 12:00,16.9.2018 14:00,16.9.2018 15:00,52.9
16.9.2018 12:00,16.9.2018 13:00,16.9.2018 15:00,16.9.2018 16:00,52.22
16.9.2018 13:00,16.9.2018 14:00,16.9.2018 16:00,16.9.2018 17:00,51.93
16.9.2018 14:00,16.9.2018 15:00,16.9.2018 17:00,16.9.2018 18:00,52.1
16.9.2018 15:00,16.9.2018 16:00,16.9.2018 18:00,16.9.2018 19:00,60.2
16.9.2018 16:00,16.9.2018 17:00,16.9.2018 19:00,16.9.2018 20:00,60
16.9.2018 17:00,16.9.2018 18:00,16.9.2018 20:00,16.9.2018 21:00,69.5
16.9.2018 18:00,16.9.2018 19:00,16.9.2018 21:00,16.9.2018 22:00,69.5
16.9.2018 19:00,16.9.2018 20:00,16.9.2018 22:00,16.9.2018 23:00,52.79
16.9.2018 20:00,16.9.2018 21:00,16.9.2018 23:00,17.9.2018 0:00,50.37
16.9.2018 21:00,16.9.2018 22:00,17.9.2018 0:00,17.9.2018 1:00,47.43
16.9.2018 22:00,16.9.2018 23:00,17.9.2018 1:00,17.9.2018 2:00,44.2
16.9.2018 23:00,17.9.2018 0:00,17.9.2018 2:00,17.9.2018 3:00,43.08
17.9.2018 0:00,17.9.2018 1:00,17.9.2018 3:00,17.9.2018 4:00,43.04
17.9.2018 1:00,17.9.2018 2:00,17.9.2018 4:00,17.9.2018 5:00,44.35
17.9.2018 2:00,17.9.2018 3:00,17.9.2018 5:00,17.9.2018 6:00,46.7
17.9.2018 3:00,17.9.2018 4:00,17.9.2018 6:00,17.9.2018 7:00,50.3
17.9.2018 4:00,17.9.2018 5:00,17.9.2018 7:00,17.9.2018 8:00,73
17.9.2018 5:00,17.9.2018 6:00,17.9.2018 8:00,17.9.2018 9:00,80.46
17.9.2018 6:00,17.9.2018 7:00,17.9.2018 9:00,17.9.2018 10:00,82
17.9.2018 7:00,17.9.2018 8:00,17.9.2018 10:00,17.9.2018 11:00,70.93
17.9.2018 8:00,17.9.2018 9:00,17.9.2018 11:00,17.9.2018 12:00,70.22
17.9.2018 9:00,17.9.2018 10:00,17.9.2018 12:00,17.9.2018 13:00,71
17.9.2018 10:00,17.9.2018 11:00,17.9.2018 13:00,17.9.2018 14:00,86
17.9.2018 11:00,17.9.2018 12:00,17.9.2018 14:00,17.9.2018 15:00,65
17.9.2018 12:00,17.9.2018 13:00,17.9.2018 15:00,17.9.2018 16:00,60
17.9.2018 13:00,17.9.2018 14:00,17.9.2018 16:00,17.9.2018 17:00,58.3
17.9.2018 14:00,17.9.2018 15:00,17.9.2018 17:00,17.9.2018 18:00,67.2
17.9.2018 15:00,17.9.2018 16:00,17.9.2018 18:00,17.9.2018 19:00,71
17.9.2018 16:00,17.9.2018 17:00,17.9.2018 19:00,17.9.2018 20:00,71
17.9.2018 17:00,17.9.2018 18:00,17.9.2018 20:00,17.9.2018 21:00,71.7
17.9.2018 18:00,17.9.2018 19:00,17.9.2018 21:00,17.9.2018 22:00,63
17.9.2018 19:00,17.9.2018 20:00,17.9.2018 22:00,17.9.2018 23:00,57.59
17.9.2018 20:00,17.9.2018 21:00,17.9.2018 23:00,18.9.2018 0:00,53.67
